1.000000,0.218605,0.333333,0.600000,0.113372,1.000000,0.333333,0.500000,1.000000
0.666667,0.017442,0.666667,0.000000,0.034884,0.000000,0.000000,0.000000,0.000000
0.333333,0.098837,0.166667,0.200000,0.049419,0.500000,0.666667,0.000000,0.000000
0.666667,0.034884,0.166667,0.000000,0.023256,0.000000,0.000000,0.000000,0.000000
0.666667,0.046512,0.166667,0.000000,0.029070,0.000000,0.000000,0.000000,0.000000
0.666667,0.500000,0.833333,0.200000,0.796512,1.000000,0.000000,0.000000,1.000000
0.666667,0.127907,0.500000,0.400000,0.127907,1.000000,0.666667,0.000000,1.000000
0.000000,0.081395,0.333333,0.200000,0.011628,0.500000,0.333333,0.000000,0.000000
0.333333,0.127907,0.333333,0.200000,0.034884,1.000000,0.666667,0.000000,0.000000
0.333333,0.151163,0.333333,0.200000,0.063953,1.000000,0.666667,0.000000,0.000000
0.000000,0.011628,0.166667,0.000000,0.011628,0.000000,0.000000,0.000000,0.000000
0.333333,0.160465,0.333333,0.400000,0.113372,1.000000,0.666667,0.500000,1.000000
1.000000,0.753488,0.500000,1.000000,0.276163,1.000000,0.666667,0.500000,1.000000
1.000000,0.218605,0.333333,0.600000,0.113372,1.000000,1.000000,0.000000,1.000000
0.333333,0.267442,0.333333,0.800000,0.113372,1.000000,0.333333,0.500000,1.000000
0.333333,0.331395,0.333333,0.200000,0.127907,1.000000,0.333333,0.000000,1.000000
0.666667,0.037209,0.166667,0.200000,0.000000,1.000000,0.333333,0.000000,0.000000
0.333333,0.075581,0.333333,0.200000,0.113372,1.000000,0.666667,0.000000,0.000000
0.333333,0.084884,0.333333,0.400000,0.113372,1.000000,0.333333,0.000000,0.000000
0.333333,0.032558,0.333333,0.200000,0.116279,1.000000,0.333333,0.500000,0.000000
0.333333,0.415116,0.333333,0.600000,0.116279,1.000000,1.000000,0.000000,0.000000
0.333333,0.169767,0.333333,0.600000,0.098837,1.000000,0.333333,0.000000,0.000000
0.333333,0.276744,0.500000,0.400000,0.148256,1.000000,0.666667,0.500000,1.000000
0.666667,0.169767,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,1.000000
0.333333,0.779070,0.500000,1.000000,0.244186,0.500000,1.000000,1.000000,1.000000
0.666667,0.011628,0.000000,0.000000,0.005814,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.500000,0.800000,0.476744,1.000000,1.000000,0.500000,1.000000
1.000000,0.238372,0.500000,0.600000,0.165698,1.000000,0.666667,1.000000,1.000000
1.000000,0.183721,0.500000,0.400000,0.155814,1.000000,1.000000,1.000000,1.000000
0.333333,0.098837,0.166667,0.200000,0.052326,0.500000,0.666667,0.000000,0.000000
0.000000,0.000000,0.500000,0.200000,0.069767,1.000000,0.333333,0.000000,0.000000
0.333333,0.074419,0.333333,0.200000,0.104651,1.000000,0.666667,0.000000,0.000000
0.333333,0.094186,0.333333,0.200000,0.119186,1.000000,0.333333,0.500000,0.000000
0.333333,0.094186,0.333333,0.200000,0.061047,1.000000,1.000000,0.000000,0.000000
0.333333,0.209302,0.333333,0.600000,0.098837,1.000000,1.000000,0.000000,0.000000
0.333333,0.210465,0.500000,0.600000,0.148256,1.000000,0.333333,0.500000,0.000000
0.333333,0.266279,0.500000,0.600000,0.127907,1.000000,0.333333,0.500000,1.000000
0.333333,0.173256,0.333333,0.800000,0.098837,1.000000,0.333333,0.500000,1.000000
0.333333,0.195349,0.500000,0.600000,0.154070,0.500000,0.666667,0.500000,1.000000
0.333333,0.253488,0.833333,1.000000,0.220930,1.000000,0.666667,0.500000,1.000000
0.000000,0.072093,0.666667,0.200000,0.095930,1.000000,0.666667,0.000000,0.000000
1.000000,0.210465,0.333333,0.600000,0.145349,1.000000,0.333333,0.500000,1.000000
1.000000,0.174419,0.500000,0.400000,0.139535,1.000000,1.000000,0.500000,1.000000
1.000000,0.123256,0.666667,0.600000,0.162791,1.000000,0.666667,1.000000,1.000000
0.333333,0.327907,0.333333,0.800000,0.209302,0.500000,0.333333,0.000000,1.000000
1.000000,1.000000,0.333333,0.800000,0.313953,1.000000,0.666667,1.000000,1.000000
1.000000,0.065116,0.333333,0.200000,0.081395,1.000000,0.666667,0.000000,0.000000
0.333333,0.238372,0.333333,0.400000,0.122093,1.000000,0.666667,1.000000,1.000000
0.666667,0.297674,0.500000,0.600000,0.186047,1.000000,0.666667,0.500000,1.000000
0.666667,0.267442,0.500000,0.600000,0.162791,1.000000,0.666667,0.000000,1.000000
1.000000,0.197674,0.500000,0.600000,0.127907,1.000000,0.333333,0.500000,1.000000
1.000000,0.615116,0.333333,0.800000,0.191860,1.000000,0.666667,0.000000,1.000000
1.000000,0.053488,0.333333,0.400000,0.069767,1.000000,0.666667,0.000000,0.000000
